name,greekName,romanName,category,description,status,defense,attack,gender,images__thumbnail,images__regular,relatives__father,relatives__mother,descritpion,greekname,isgod
Aidos,Αἰδώς,,deity,"spirit of modesty, reverence and respect",immortal,200,200,male,,,,,,,yes
Aisa,Αἴσα,,deity,personification of lot and fate,immortal,100,100,male,,,,,,,yes
Alala,Ἀλαλά,,deity,spirit of the war cry,immortal,100,100,male,,,,,,,yes
Alastor,Ἀλάστωρ,,deity,spirit of blood feuds and vengeance,immortal,100,100,male,,,,,,,yes
Aletheia,Ἀλήθεια,,deity,"spirit of truth, truthfulness and sincerity",immortal,100,100,male,,,,,,,yes
Algea,Ἄλγεα,,deity,spirits of pain and suffering,immortal,100,100,male,,,,,,,yes
Achos,Ἄχος,,deity,"trouble, distress",immortal,100,100,male,,,,,,,yes
Ania,Ἀνία,,deity,"ache, anguish",immortal,100,111100,female,,,,,,,yes
Lupe,Λύπη,,deity,"pain, grief, sadness",immortal,200,100,female,,,,,,,yes
Alke,Ἀλκή,,deity,spirit of prowess and courage,immortal,100,11111,male,,,,,,,yes
Amechania,Ἀμηχανία,,deity,spirit of helplessness and want of means,immortal,100,1111,male,,,,,,,yes
Amphilogiai,Ἀμφιλογίαι,,deity,"spirits of disputes, debate, and contention",immortal,100,1111100,male,,,,,,,yes
Anaideia,Ἀναίδεια,,deity,"spirit of ruthlessness, shamelessness, and unforgivingness",immortal,100,1111,male,,,,,,,yes
Androktasiai,Ἀνδροκτασίαι,,deity,spirits of battlefield slaughter,immortal,100,11100,male,,,,,,,yes
Angelia,Ἀγγελία,,deity,"spirit of messages, tidings and proclamations",immortal,100,1111,male,,,,,,,yes
Apate,Ἀπάτη,,deity,"spirit of deceit, guile, fraud and deception",immortal,100,11100,male,,,,,,,yes
Apheleia,Ἀφέλεια,,deity,spirit of simplicity,immortal,100,200,male,,,,,,,yes
Aporia,Ἀπορία,,deity,"spirit of difficulty, perplexity, powerlessness, and want of means",immortal,100,100,male,,,,,,,yes
Arae,Ἀραί,,deity,spirits of curses,immortal,200,1100,male,,,,,,,yes
Arete,Ἀρετή,,deity,"spirit of virtue, excellence, goodness, and valour",immortal,100,100,female,,,,,,,yes
Atë,Ἄτη,,deity,"spirit of delusion, infatuation, blind folly, recklessness, and ruin",immortal,100,11111,female,,,,,,,yes
Bia (Violence),Βία,,deity,the personification of force and raw energy,immortal,100,1111,male,,,,,,,yes
Caerus,Καιρός,,deity,spirit of opportunity,immortal,100,1111100,male,,,,,,,yes
Corus,Κόρος,,deity,spirit of surfeit,immortal,100,1111,male,,,,,,,yes
Deimos,Δεῖμος,,deity,"spirit of fear, dread, and terror",immortal,11100,11100,male,,,,,,,yes
Dikaiosyne,Δικαιοσύνη,,deity,spirit of justice and righteousness,immortal,1111100,1111,male,,,,,,,yes
Dike,Δίκη,,deity,"spirit of justice, fair judgement, and the rights established by custom and law",immortal,11200,11100,male,,,,,,,yes
Dolos,Δόλος,,deity,"spirit of trickery, cunning deception, craftiness, treachery, and guile",immortal,1100,200,male,,,,,,,yes
Dysnomia,Δυσνομία,,deity,spirit of lawlessness and poor civil constitution,immortal,1111,100,male,,,,,,,yes
Dyssebeia,Δυσσέβεια,,deity,spirit of impiety,immortal,111,1100,male,,,,,,,yes
Eirene,Εἰρήνη,,deity,goddess of peace,immortal,1100,100,male,,,,,,,yes
Ekecheiria,Ἐκεχειρία,,deity,"spirit of truce, armistice, and the cessation of all hostilities; honoured at the Olympic Games",immortal,1100,100,female,,,,,,,yes
Eleos,Ἔλεος,,deity,"spirit of mercy, pity, and compassion",immortal,100,100,female,,,,,,,yes
Elpis,Ἐλπίς,,deity,spirit of hope and expectation,immortal,11100,100,male,,,,,,,yes
Epiphron,Ἐπίφρων,,deity,"spirit of prudence, shrewdness, thoughtfulness, carefulness, and sagacity",immortal,1111100,100,male,,,,,,,yes
Eris,Ἔρις,,deity,"spirit of strife, discord, contention, and rivalry",immortal,11200,200,male,,,,,,,yes
Erotes,ἔρωτες,,deity,,immortal,1100,100,male,,,,,,,yes
Anteros,Ἀντέρως,,deity,god of requited love,immortal,1111,100,male,,,,,,,yes
Eros,Ἔρως,,deity,god of love and sexual intercourse,immortal,111,100,male,,,,,,,yes
Hedylogos,Ἡδύλογος,,deity,god of sweet talk and flattery,immortal,1100,100,male,,,,,,,yes
Hermaphroditus,Ἑρμαφρόδιτος,,deity,"god of hermaphrodites, effeminate men and androgyny",immortal,1100,100,male,,,,,,,yes
Himeros,Ἵμερος,,deity,god of sexual desire,immortal,100,100,male,,,,,,,yes
Hymen/Hymenaeus,Ὑμήν/Ὑμεναιος,,deity,"god of marriage ceremonies, inspiring feasts and song",immortal,11100,100,male,,,,,,,yes
Pothos,Πόθος,,deity,"god of sexual longing, yearning, and desire",immortal,1111100,100,female,,,,,,,yes
Eucleia,Εὔκλεια,,deity,spirit of good repute and glory,immortal,11200,100,female,,,,,,,yes
Eulabeia,Εὐλάβεια,,deity,"spirit of discretion, caution, and circumspection",immortal,1100,100,male,,,,,,,yes
Eunomia,Εὐνομία,,deity,goddess of good order and lawful conduct,immortal,1111,100,male,,,,,,,yes
Eupheme,Εὐφήμη,,deity,"spirit of words of good omen, acclamation, praise, applause, and shouts of triumph",immortal,111,100,male,,,,,,,yes
Eupraxia,Eὐπραξία,,deity,spirit of well-being,immortal,1100,200,male,,,,,,,yes
Eusebeia,Eὐσέβεια,,deity,"spirit of piety, loyalty, duty, and filial respect",immortal,1100,100,male,,,,,,,yes
Euthenia,Εὐθενία,,deity,"spirit of prosperity, abundance, and plenty",immortal,11200,100,female,,,,,,,yes
Gelos,Γέλως,,deity,spirit of laughter,immortal,1100,100,female,,,,,,,yes
Geras,Γῆρας,,deity,spirit of old age,immortal,1111,100,male,,,,,,,yes
Harmonia,Ἁρμονία,,deity,goddess of harmony and concord,immortal,111,100,male,,,,,,,yes
Hebe,Ήβη,,deity,goddess of youth,immortal,1100,100,male,,,,,,,yes
Hedone,Ἡδονή,,deity,"spirit of pleasure, enjoyment, and delight",immortal,1100,11100,male,,,,,,,yes
Heimarmene,Εἵμαρμένη,,deity,personification of share destined by fate,immortal,100,1111100,male,,,,,,,yes
Homados,Ὅμαδος,,deity,spirit of the din of battle,immortal,11100,11200,male,,,,,,,yes
Homonoia,Ὁμόνοια,,deity,"spirit of concord, unanimity, and oneness of mind",immortal,1111100,1100,male,,,,,,,yes
Horkos,Ὅρκος,,deity,spirit of oaths,immortal,11200,1111,male,,,,,,,yes
Horme,Ὁρμή,,deity,"spirit of impulse or effort (to do a thing), eagerness, setting oneself in motion, and starting an action",immortal,1100,111,male,,,,,,,yes
Hybris,Ὕβρις,,deity,spirit of outrageous behaviour,immortal,1111,1100,male,,,,,,,yes
Hypnos,Ὕπνος,,deity,god of sleep,immortal,111,1100,female,,,,,,,yes
Hysminai,Ὑσμῖναι,,deity,spirits of fighting and combat,immortal,1100,11200,female,,,,,,,yes
Ioke,Ἰωκή,,deity,spirit of pursuit in battle,immortal,1100,1100,male,,,,,,,yes
Kakia,Kακία,,deity,spirit of vice and moral badness,immortal,11200,1111,male,,,,,,,yes
Kalokagathia,Καλοκαγαθία,,deity,spirit of nobility,immortal,1100,111,male,,,,,,,yes
Keres,Κῆρες,,deity,spirit of violent or cruel death,immortal,1111,1100,male,,,,,,,yes
Koalemos,Κοάλεμος,,deity,spirit of stupidity and foolishness,immortal,111,1100,male,,,,,,,yes
Kratos,Κράτος,,deity,"spirit of strength, might, power, and sovereign rule",immortal,1100,100,male,,,,,,,yes
Kydoimos,Κυδοιμός,,deity,"spirit of the din of battle, confusion, uproar, and hubbub",immortal,1100,11100,male,,,,,,,yes
Lethe,Λήθη,,deity,"spirit of forgetfulness and oblivion, and of the river of the same name",immortal,100,1111100,male,,,,,,,yes
Limos,Λιμός,,deity,spirit of hunger and starvation,immortal,11100,11200,male,,,,,,,yes
Litae,Λιταί,,deity,spirits of prayer,immortal,1111100,1100,male,,,,,,,yes
Lyssa,Λύσσα,,deity,"spirit of rage, fury and rabies in animals",immortal,11200,1111,female,,,,,,,yes
Machai,Μάχαι,,deity,spirits of fighting and combat,immortal,1100,111,female,,,,,,,yes
Mania,Μανία,,deity,"spirit or spirits of madness, insanity, and frenzy",immortal,1111,1100,male,,,,,,,yes
Moirai or Fates,Μοίραι,,deity,,immortal,111,1100,male,,,,,,,yes
Clotho,Κλωθώ,,deity,the spinner of the life thread,immortal,1100,11200,male,,,,,,,yes
Lachesis,Λάχεσις,,deity,the measurer of the life thread,immortal,1100,1100,male,,,,,,,yes
Atropos,Άτροπος,,deity,the severer of the life thread,immortal,11200,1111,male,,,,,,,yes
Momus,Μῶμος,,deity,"spirit of mockery, blame, censure and stinging criticism",immortal,1100,111,male,,,,,,,yes
Moros,Μόρος,,deity,spirit of doom,immortal,1111,1100,male,,,,,,,yes
Neikea,τὰ Νείκη,,deity,"spirits of quarrels, feuds and grievances",immortal,111,1100,male,,,,,,,yes
Nemesis,Νέμεσις,,deity,"goddess of revenge, balance, righteous indignation, and retribution",immortal,1100,100,male,,,,,,,yes
Nike,Νίκη,,deity,goddess of victory,immortal,1100,11100,male,,,,,,,yes
Nomos,Νόμος,,deity,spirit of law,immortal,100,1111100,male,,,,,,,yes
Oizys,Ὀϊζύς,,deity,spirit of woe and misery,immortal,11100,11200,female,,,,,,,yes
Oneiroi,Ὄνειροι,,deity,spirits of dreams,immortal,1111100,1100,female,,,,,,,yes
Epiales,Ἐπιάλης,,deity,spirit of nightmares,immortal,11200,1111,male,,,,,,,yes
Morpheus,Μορφεύς,,deity,"god of dreams, who takes shape of humans",immortal,1100,111,male,,,,,,,yes
Phantasos,Φάντασος,,deity,"spirit of dreams of fantasy, who takes shape of inanimate objects",immortal,1111,1100,male,,,,,,,yes
Phobetor/Icelos,Φοβήτωρ/Ἴκελος,,deity,"spirit of nightmares, who takes shape of animals",immortal,111,1100,male,,,,,,,yes
Palioxis,Παλίωξις,,deity,"spirit of backrush, flight and retreat from battle",immortal,1100,11200,male,,,,,,,yes
Peitharchia,Πειθαρχία,,deity,spirit of obedience,immortal,1100,1100,male,,,,,,,yes
Peitho,Πειθώ,,deity,spirit of persuasion and seduction,immortal,11200,1111,male,,,,,,,yes
Penia,Πενία,,deity,spirit of poverty and need,immortal,1100,111,male,,,,,,,yes
Penthus,Πένθος,,deity,"spirit of grief, mourning, and lamentation",immortal,1111,1100,male,,,,,,,yes
Pepromene,Πεπρωμένη,,deity,"personification of the destined share, similar to Heimarmene",immortal,111,1100,male,,,,,,,yes
Pheme,Φήμη,,deity,"spirit of rumour, report, and gossip",immortal,1100,100,female,,,,,,,yes
Philophrosyne,Φιλοφροσύνη,,deity,"spirit of friendliness, kindness, and welcome",immortal,1100,11100,female,,,,,,,yes
Philotes,Φιλότης,,deity,"spirit of friendship, affection, and sexual intercourse",immortal,100,1111100,male,,,,,,,yes
Phobos,Φόβος,,deity,"spirit of panic fear, flight, and battlefield rout",immortal,11100,11200,male,,,,,,,yes
Phonoi,Φόνοι,,deity,"spirits of murder, killing, and slaughter",immortal,1111100,1100,male,,,,,,,yes
Phrike,Φρίκη,,deity,spirit of horror and trembling fear,immortal,11200,1111,male,,,,,,,yes
Phthonus,Φθόνος,,deity,spirit of envy and jealousy,immortal,1100,111,male,,,,,,,yes
Pistis,Πίστις,,deity,"spirit of trust, honesty, and good faith",immortal,1111,1100,male,,,,,,,yes
Poine,Ποίνη,,deity,"spirit of retribution, vengeance, recompense, punishment, and penalty for the crime of murder and manslaughter",immortal,111,1100,male,,,,,,,yes
Polemos,Πόλεμος,,deity,personification of war,immortal,1100,11200,male,,,,,,,yes
Ponos,Πόνος,,deity,spirit of hard labour and toil,immortal,1100,1100,male,,,,,,,yes
Poros,Πόρος,,deity,"spirit of expediency, the means of accomplishing or providing, contrivance and device",immortal,11200,1111,male,,,,,,,yes
Praxidike,Πραξιδίκη,,deity,spirit of exacting justice,immortal,1100,111,female,,,,,,,yes
Proioxis,Προίωξις,,deity,spirit of onrush and battlefield pursuit,immortal,1111,1100,female,,,,,,,yes
Prophasis,Πρόφασις,,deity,spirit of excuses and pleas,immortal,111,1100,male,,,,,,,yes
Ptocheia,Πτωχεία,,deity,spirit of beggary,immortal,1100,100,male,,,,,,,yes
Soter,Σωτήρ,,deity,"male spirit of safety, preservation, and deliverance from harm",immortal,1100,11100,male,,,,,,,yes
Soteria,Σωτηρία,,deity,"female personification of safety, preservation, and deliverance from harm",immortal,100,1111100,male,,,,,,,yes
Sophrosyne,Σωφροσύνη,,deity,"spirit of moderation, self-control, temperance, restraint, and discretion",immortal,11100,11200,male,,,,,,,yes
Techne,Τέχνη,,deity,personification of art and skill,immortal,1111100,1100,male,,,,,,,yes
Thanatos,Θάνατος,,deity,spirit of death and mortality,immortal,11200,1111,male,,,,,,,yes
Thrasos,Θράσος,,deity,spirit of boldness,immortal,1100,111,male,,,,,,,yes
Tyche,Τύχη,,deity,"goddess of fortune, chance, providence, and fate",immortal,1111,1100,male,,,,,,,yes
Zelos, Ζῆλος,,deity,"spirit of eager rivalry, emulation, envy, jealousy, and zeal",immortal,111,1100,male,,,,,,,yes
Amphiaraus,Ἀμφιάραος,,chthonic deity,a hero of the war of the Seven Against Thebes who became an oracular spirit of the Underworld after his death,immortal,1100,11200,female,,,,,,,yes
Angelos,Ἄγγελος,,chthonic deity,a daughter of Zeus and Hera who became an underworld goddess,immortal,1100,1100,female,,,,,,,yes
Askalaphos,Ἀσκάλαφος,,chthonic deity,the son of Acheron and Orphne who tended the Underworld orchards before being transformed into a screech owl by Demeter,immortal,11200,1111,male,,,,,,,yes
Cerberus,Κέρβερος,,chthonic deity,the three-headed hound who guarded the gates of Hades,immortal,1100,111,male,,,,,,,yes
Charon,Χάρων,,chthonic deity,ferryman of Hades,immortal,1111,1100,male,,,,,,,yes
Empusa,Ἔμπουσα,,chthonic deity,"a monstrous underworld spirit or spirits with flaming hair, the leg of a goat and a leg of bronze. They are also servants of Hecate.",immortal,111,1100,male,,,,,,,yes
Erebos,Ἔρεβος,,chthonic deity,"the primeval god of darkness, his mists encircled the underworld and filled the hollows of the earth",immortal,1100,100,male,,,,,,,yes
Erinyes,Ἐρινύες,,chthonic deity,"the Furies, goddesses of retribution, known as ""The Kindly Ones""",immortal,1100,11100,male,,,,,,,yes
